paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,bucket_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,bucket_df2,similarity_score,ID
5390881220f70186a0d7dbf6,report on xewa00 the xml enabled widearea searches for bioinformatics workshop,terence critchlow,acm sigmod record,2001,2,53e9b9b4b7602d97045aa66b,report on xewa00 the xml enabled widearea searches for bioinformatics workshop,terence critchlow,sigmod record,2001,2,1.0,5390881220f70186a0d7dbf653e9b9b4b7602d97045aa66b
5390881220f70186a0d7dbfe,report on the fourth international conference on flexible query answering systems fqas 2000,"patrick bosc, amihai motro, gabriella pasi",acm sigmod record,2001,2,53e99f8cb7602d970285fd04,report on the fourth international conference on flexible query answering systems,"patrick bosc, amihai motro, gabriella pasi",sigmod record,2001,2,0.8333333333333334,5390881220f70186a0d7dbfe53e99f8cb7602d970285fd04
5390881220f70186a0d7dbff,sql and management of external data,"jim melton, janeike michels, vanja josifovski, krishna kulkarni, peter schwarz, kathy zeidenstein",acm sigmod record,2001,2,53e9a07ab7602d9702963797,sql and management of external data,"jim melton, janeike michels, vanja josifovski, krishna g kulkarni, peter m schwarz, kathy zeidenstein",sigmod record,2001,2,1.0,5390881220f70186a0d7dbff53e9a07ab7602d9702963797
5390881220f70186a0d7dbf4,constraints for semistructured data and xml,"peter buneman, wenfei fan, jérôme siméon, scott weinstein",acm sigmod record,2001,2,53e9b991b7602d97045848ab,constraints for semistructured data and xml,"peter buneman, wenfei fan, jérôme siméon, scott weinstein",sigmod record,2001,2,1.0,5390881220f70186a0d7dbf453e9b991b7602d97045848ab
5390881220f70186a0d7dc03,the clio project managing heterogeneity,"renée j miller, mauricio a hernández, laura m haas, lingling yan, c t howard ho, ronald fagin, lucian popa",acm sigmod record,2001,2,53e9b59bb7602d97040e14f1,the clio project managing heterogeneity,"renée j miller, mauricio a hernández, laura m haas, lingling yan, c t howard ho, ronald fagin, lucian popa",sigmod record,2001,2,1.0,5390881220f70186a0d7dc0353e9b59bb7602d97040e14f1
5390881220f70186a0d7dbfb,xml and information retrieval a sigir 2000 workshop,"david carmel, yoelle maarek, aya soffer",acm sigmod record,2001,2,53e9abc5b7602d9703578ecd,xml and information retrieval a sigir 2000 workshop,"david carmel, yoëlle s maarek, aya soffer",sigmod record,2001,2,1.0,5390881220f70186a0d7dbfb53e9abc5b7602d9703578ecd
5390881220f70186a0d7dbe2,querying multidimensional data indexed using the hilbert spacefilling curve,"j k lawder, p j h king",acm sigmod record,2001,2,53e9a603b7602d9702f3154b,querying multidimensional data indexed using the hilbert spacefilling curve,"jonathan k lawder, peter j h king",sigmod record,2001,2,1.0,5390881220f70186a0d7dbe253e9a603b7602d9702f3154b
5390881220f70186a0d7e307,materialized view selection and maintenance using multiquery optimization,"hoshi mistry, prasan roy, s sudarshan, krithi ramamritham",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e9ab07b7602d9703487d76,materialized view selection and maintenance using multiquery optimization,"hoshi mistry, prasan roy, s sudarshan 0001, krithi ramamritham",sigmod conference,2001,2,1.0,5390881220f70186a0d7e30753e9ab07b7602d9703487d76
5390881220f70186a0d7e2ef,filtering algorithms and implementation for very fast publishsubscribe systems,"françoise fabret, h arno jacobsen, françois llirbat, joăo pereira, kenneth a ross, dennis shasha",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e99e71b7602d9702736232,filtering algorithms and implementation for very fast publishsubscribe,"françoise fabret, hansarno jacobsen, françois llirbat, joão pereira, kenneth a ross, dennis shasha",sigmod conference,2001,2,0.8888888888888888,5390881220f70186a0d7e2ef53e99e71b7602d9702736232
5390881220f70186a0d7e2f2,locally adaptive dimensionality reduction for indexing large time series databases,"eamonn keogh, kaushik chakrabarti, michael pazzani, sharad mehrotra",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e9b179b7602d9703c00992,locally adaptive dimensionality reduction for indexing large time series databases,"eamonn j keogh, kaushik chakrabarti, sharad mehrotra, michael j pazzani",sigmod conference,2001,2,1.0,5390881220f70186a0d7e2f253e9b179b7602d9703c00992
5390881220f70186a0d7e341,ominisearch a method for searching dynamic content on the web,"david buttler, ling liu, calton pu, henrique paques, wei han, wei tang",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e9a343b7602d9702c4b2be,ominisearch a method for searching dynamic content on the web,"david buttler, ling liu, calton pu, henrique paques",sigmod conference,2001,2,1.0,5390881220f70186a0d7e34153e9a343b7602d9702c4b2be
5390881220f70186a0d7e340,vqbd exploring semistructured data,"sudarshan s chawathe, thomas baby, jihwang yoo",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e99ac4b7602d970234037a,vqbd exploring semistructured data,"sudarshan s chawathe, thomas baby, jihwang yeo",sigmod conference,2001,2,1.0,5390881220f70186a0d7e34053e99ac4b7602d970234037a
5390881220f70186a0d7e350,retina a realtime traffic navigation system,"kamyiu lam, edward chan, teiwei kuo, s w ng, dick hung",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e9a61fb7602d9702f4b943,retina a realtime traffic navigation system,"kamyiu lam, edward chan, teiwei kuo, s w ng, dick hung",sigmod conference,2001,2,1.0,5390881220f70186a0d7e35053e9a61fb7602d9702f4b943
5390881220f70186a0d7e32d,catalog management in websphere commerce suite,thomas maguire,sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e99e31b7602d97026f63b6,catalog management in websphere commerce suite,thomas maguire,sigmod conference,2001,2,1.0,5390881220f70186a0d7e32d53e99e31b7602d97026f63b6
5390881220f70186a0d7e339,"cosima your smart, speaking esalesperson","werner kieβling, stefan holland, stefan fischer, thorsten ehm",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e99d0cb7602d97025bf967,"cosima  your smart, speaking esalesperson","werner kießling, stefan holland, stefan fischer 0003, thorsten ehm",sigmod conference,2001,2,1.0,5390881220f70186a0d7e33953e99d0cb7602d97025bf967
5390881220f70186a0d7e33e,monitoring business processes through event correlation based on dependency model,"asaf adii, david botzer, opher etzion, tali yatzkarhaham",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e9a92ab7602d970327bfd9,monitoring business processes through event correlation based on dependency model,"asaf adi, david botzer, opher etzion, tali yatzkarhaham",sigmod conference,2001,2,1.0,5390881220f70186a0d7e33e53e9a92ab7602d970327bfd9
5390881220f70186a0d7e36c,models and languages for describing and discovering eservices,"fabio casati, mingchien shan",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e9ba17b7602d970461f57c,models and languages for describing and discovering eservices,"fabio casati, mingchien shan",sigmod conference,2001,2,1.0,5390881220f70186a0d7e36c53e9ba17b7602d970461f57c
5390881220f70186a0d7e361,application servers panel session bornagain tp monitors for the web,"c mohan, larry cable, matthieu devin, scott dietzen, pat helland, dan wolfson",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e99bd5b7602d97024803e0,application servers bornagain tp monitors for the web panel abstract,c mohan,sigmod conference,2001,2,0.8181818181818182,5390881220f70186a0d7e36153e99bd5b7602d97024803e0
5390881220f70186a0d7e35b,xml data management panel session go native or spruce up relational systems,"peråke larson, dana florescu, goetz graefe, guido moerkotte, hamid pirahesh, harald schöning",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e9a9ebb7602d9703351b74,xml data management go native or spruce up relational systems panel abstract,peråke larson,sigmod conference,2001,2,0.8461538461538461,5390881220f70186a0d7e35b53e9a9ebb7602d9703351b74
5390881220f70186a0d7e35f,will database researchers have any role in data security panel session,"arnon rosenthal, klaus dittrich, jim donahue, bill maimone",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e9b42fb7602d9703f25796,will database researchers have any role in data security panel abstract,arnon rosenthal,sigmod conference,2001,2,0.8333333333333334,5390881220f70186a0d7e35f53e9b42fb7602d9703f25796
5390881220f70186a0d7e356,dnaminer a system prototype for mining dna sequences,"jiawei han, hasan jamil, ying lu, liangyou chen, yaqin liao, jian pei",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e9a408b7602d9702d216ce,dnaminer a system prototype for mining dna sequences,"jiawei han, hasan m jamil, ying lu, liangyou chen, yaqin liao, jian pei",sigmod conference,2001,2,1.0,5390881220f70186a0d7e35653e9a408b7602d9702d216ce
5390881220f70186a0d7e351,dynamic content acceleration a caching solution to enable scalable dynamic web page generation,"anindya datta, kaushik dutta, krithi ramamritham, helen thomas, debra vandermeer",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e9ace1b7602d97036bc3fb,dynamic content acceleration a caching solution to enable scalable dynamic web page generation,"anindya datta, kaushik dutta, krithi ramamritham, helen m thomas, debra e vandermeer",sigmod conference,2001,2,1.0,5390881220f70186a0d7e35153e9ace1b7602d97036bc3fb
5390881220f70186a0d7e343,securing xml documents the authorx project demonstration,"elisa bertino, silvana castano, elena ferrari",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e9a711b7602d9703045fde,securing xml documents the authorx project demonstration,"elisa bertino, silvana castano, elena ferrari",sigmod conference,2001,2,1.0,5390881220f70186a0d7e34353e9a711b7602d9703045fde
5390881220f70186a0d7e344,"sangam  a solution to support multiple data models, their mappings and maintenance","kajal t claypool, elke a rundensteiner, xin zhang, su hong, harumi kuno, wangchien lee, gail mitchell",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,2,53e9a824b7602d970316ca62,"gangam  a solution to support multiple data models, their mappings and maintenance","kajal t claypool, elke a rundensteiner, xin zhang 0002, hong su, harumi a kuno, wangchien lee, gail mitchell",sigmod conference,2001,2,0.8461538461538461,5390881220f70186a0d7e34453e9a824b7602d970316ca62
539089ab20f70186a0d96f55,advanced xml data processing guest editors introduction,karl aberer,acm sigmod record,2001,2,53e9a37ab7602d9702c86413,advanced xml data processing  guest editors introduction,karl aberer,sigmod record,2001,2,1.0,539089ab20f70186a0d96f5553e9a37ab7602d9702c86413
539089ab20f70186a0d96f58,why and how to benchmark xml databases,"albrecht schmidt, florian waas, martin kersten, daniela florescu, michael j carey, ioana manolescu, ralph busse",acm sigmod record,2001,2,53e9b4a1b7602d9703fad9ff,why and how to benchmark xml databases,"albrecht schmidt 0002, florian waas, martin l kersten, daniela florescu, michael j carey, ioana manolescu, ralph busse",sigmod record,2001,2,1.0,539089ab20f70186a0d96f5853e9b4a1b7602d9703fad9ff
539089ab20f70186a0d96f5f,data analysis and mining in the life sciences,nam huyn,acm sigmod record,2001,2,53e9b46fb7602d9703f703d9,data analysis and mining in the life sciences,nam huyn,sigmod record,2001,2,1.0,539089ab20f70186a0d96f5f53e9b46fb7602d9703f703d9
539089ab20f70186a0d96f5e,the ecobase project database and web technologies for environmental information systems,"luc bouganim, maria claudia cavalcanti, françoise fabret, maria luiza campos, françois llirbat, marta mattoso, rubens melo, ana maria moura, esther pacitti, fabio porto, margareth simoes, eric simon, asterio tanaka, patrick valduriez",acm sigmod record,2001,2,53e9a63eb7602d9702f6e8b9,the ecobase project database and web technologies for environmental information systems,"asterio k tanaka, patrick valduriez",sigmod record,2001,2,1.0,539089ab20f70186a0d96f5e53e9a63eb7602d9702f6e8b9
539089ab20f70186a0d96f61,careerenhancing services at sigmod online,"alexandros labrinidis, alberto o mendelzon",acm sigmod record,2001,2,53e9a317b7602d9702c230ca,careerenhancing services at sigmod online,"alexandros labrinidis, alberto o mendelzon",sigmod record,2001,2,1.0,539089ab20f70186a0d96f6153e9a317b7602d9702c230ca
539089ab20f70186a0d96f5b,xml document versioning,"shu yao chien, vassilis j tsotras, carlo zaniolo",acm sigmod record,2001,2,53e99846b7602d9702077b3d,xml document versioning,"shuyao chien, vassilis j tsotras, carlo zaniolo",sigmod record,2001,2,1.0,539089ab20f70186a0d96f5b53e99846b7602d9702077b3d
539089ab20f70186a0d96f57,a general technique for querying xml documents using a relational database system,"jayavel shanmugasundaram, eugene shekita, jerry kiernan, rajasekar krishnamurthy, efstratios viglas, jeffrey naughton, igor tatarinov",acm sigmod record,2001,2,53e9a57db7602d9702ea7df6,a general techniques for querying xml documents using a relational database system,"jayavel shanmugasundaram, eugene j shekita, jerry kiernan, rajasekar krishnamurthy, stratis viglas, jeffrey f naughton, igor tatarinov",sigmod record,2001,2,0.8333333333333334,539089ab20f70186a0d96f5753e9a57db7602d9702ea7df6
539089ab20f70186a0d96f5a,on database theory and xml,dan suciu,acm sigmod record,2001,2,53e9ae04b7602d970380f456,on database theory and xml,dan suciu,sigmod record,2001,2,1.0,539089ab20f70186a0d96f5a53e9ae04b7602d970380f456
539089ab20f70186a0d96f60,continuous queries over data streams,"shivnath babu, jennifer widom",acm sigmod record,2001,2,53e9ac7bb7602d97036524b7,continuous queries over data streams,"shivnath babu, jennifer widom",sigmod record,2001,2,1.0,539089ab20f70186a0d96f6053e9ac7bb7602d97036524b7
