paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,Unnamed: 5_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,Unnamed: 5_df2,jaccard_similarity,ID
53908a9620f70186a0da47de,"Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)","Meridith A. Lane, James L. Edwards, Ebbe Nielsen",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a051b7602d970293978d,"Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote).","Meridith A. Lane, James L. Edwards, Ebbe Nielsen",VLDB,2000,,0.8571428571428571,"53908a9620f70186a0da47de53e9a051b7602d970293978dBiodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)."
53908a9620f70186a0da47d4,FALCON: Feedback Adaptive Loop for Content-Based Retrieval,"Leejay Wu, Christos Faloutsos, Katia P. Sycara, Terry R. Payne",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a704b7602d9703036673,FALCON: Feedback Adaptive Loop for Content-Based Retrieval.,"Leejay Wu, Christos Faloutsos, Katia P. Sycara, Terry R. Payne",VLDB,2000,,0.75,53908a9620f70186a0da47d453e9a704b7602d9703036673FALCON: Feedback Adaptive Loop for Content-Based RetrievalFALCON: Feedback Adaptive Loop for Content-Based Retrieval.
53908a9620f70186a0da47d7,Design and Development of a Stream Service in a Heterogenous Client Environment,"Nikos Pappas, Stavros Christodoulakis",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e99e13b7602d97026d6129,Design and Development of a Stream Service in a Heterogenous Client Environment.,"Nikos Pappas, Stavros Christodoulakis",VLDB,2000,,0.8333333333333334,53908a9620f70186a0da47d753e99e13b7602d97026d6129Design and Development of a Stream Service in a Heterogenous Client EnvironmentDesign and Development of a Stream Service in a Heterogenous Client Environment.
53908a9620f70186a0da47d6,Contrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches,"Jonathan Goldstein, Raghu Ramakrishnan",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9b8c1b7602d97044a20ba,Contrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches.,"Jonathan Goldstein, Raghu Ramakrishnan",VLDB,2000,,0.8461538461538461,53908a9620f70186a0da47d653e9b8c1b7602d97044a20baContrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour SearchesContrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches.
53908a9620f70186a0da47e0,Concurrency in the Data Warehouse,Richard Taylor,VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9ac4eb7602d970361b85f,Concurrency in the Data Warehouse.,Richard Taylor,VLDB,2000,,0.6666666666666666,53908a9620f70186a0da47e053e9ac4eb7602d970361b85fConcurrency in the Data WarehouseConcurrency in the Data Warehouse.
53908a9620f70186a0da47e1,CheeTah: a Lightweight Transaction Server for Plug-and-Play Internet Data Management,"Guy Pardon, Gustavo Alonso",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9b4bfb7602d9703fd608d,CheeTah: a Lightweight Transaction Server for Plug-and-Play Internet Data Management.,"Guy Pardon, Gustavo Alonso",VLDB,2000,,0.8181818181818182,53908a9620f70186a0da47e153e9b4bfb7602d9703fd608dCheeTah: a Lightweight Transaction Server for Plug-and-Play Internet Data ManagementCheeTah: a Lightweight Transaction Server for Plug-and-Play Internet Data Management.
53908a9620f70186a0da47e5,Model-Based Information Integration in a Neuroscience Mediator System,"Bertram Ludäscher, Amarnath Gupta, Maryann E. Martone",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a5afb7602d9702ed9bf3,Model-Based Information Integration in a Neuroscience Mediator System.,"Bertram Ludäscher, Amarnath Gupta, Maryann E. Martone",VLDB,2000,,0.7777777777777778,53908a9620f70186a0da47e553e9a5afb7602d9702ed9bf3Model-Based Information Integration in a Neuroscience Mediator SystemModel-Based Information Integration in a Neuroscience Mediator System.
53908a9620f70186a0da47dc,"Don't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database Replication","Bettina Kemme, Gustavo Alonso",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9bbfbb7602d970485a317,"Don't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database Replication.","Bettina Kemme, Gustavo Alonso",VLDB,2000,,0.8461538461538461,"53908a9620f70186a0da47dc53e9bbfbb7602d970485a317Don't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database ReplicationDon't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database Replication."
53908a9620f70186a0da47eb,Telcordia's Database Reconciliation and Data Quality Analysis Tool,"Francesco Caruso, Munir Cochinwala, Uma Ganapathy, Gail Lalk, Paolo Missier",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9b65bb7602d97041bb03f,Telcordia's Database Reconciliation and Data Quality Analysis Tool.,"Francesco Caruso, Munir Cochinwala, Uma Ganapathy, Gail Lalk, Paolo Missier",VLDB,2000,,0.7777777777777778,53908a9620f70186a0da47eb53e9b65bb7602d97041bb03fTelcordia's Database Reconciliation and Data Quality Analysis ToolTelcordia's Database Reconciliation and Data Quality Analysis Tool.
53908a9620f70186a0da47ea,Rainbow: Distributed Database System for Classroom Education and Experimental Research,"Abdelsalam Helal, Hua Li",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e99960b7602d97021a2437,Rainbow: Distributed Database System for Classroom Education and Experimental Research.,"Abdelsalam Helal, Hua Li",VLDB,2000,,0.8181818181818182,53908a9620f70186a0da47ea53e99960b7602d97021a2437Rainbow: Distributed Database System for Classroom Education and Experimental ResearchRainbow: Distributed Database System for Classroom Education and Experimental Research.
53908a9620f70186a0da47e9,Hierarchical Compact Cube for Range-Max Queries,"Sin Yeung Lee, Tok Wang Ling, Hua-Gang Li",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9b181b7602d9703c0b40a,Hierarchical Compact Cube for Range-Max Queries.,"Sin Yeung Lee, Tok Wang Ling, Hua-Gang Li",VLDB,2000,,0.7142857142857143,53908a9620f70186a0da47e953e9b181b7602d9703c0b40aHierarchical Compact Cube for Range-Max QueriesHierarchical Compact Cube for Range-Max Queries.
53908a9620f70186a0da47e8,Panel: Is Generic Metadata Management Feasible?,"Philip A. Bernstein, Laura M. Haas, Matthias Jarke, Erhard Rahm, Gio Wiederhold",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a058b7602d970293c070,Panel: Is Generic Metadata Management Feasible?,"Philip A. Bernstein, Laura M. Haas, Matthias Jarke, Erhard Rahm, Gio Wiederhold",VLDB,2000,,1.0,53908a9620f70186a0da47e853e9a058b7602d970293c070Panel: Is Generic Metadata Management Feasible?Panel: Is Generic Metadata Management Feasible?
53908a9620f70186a0da47e3,XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,"Michael J. Carey, Jerry Kiernan, Jayavel Shanmugasundaram, Eugene J. Shekita, Subbu N. Subramanian",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a0dfb7602d97029cc607,XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents.,"Michael J. Carey, Jerry Kiernan, Jayavel Shanmugasundaram, Eugene J. Shekita, Subbu N. Subramanian",VLDB,2000,,0.8,53908a9620f70186a0da47e353e9a0dfb7602d97029cc607XPERANTO: Middleware for Publishing Object-Relational Data as XML DocumentsXPERANTO: Middleware for Publishing Object-Relational Data as XML Documents.
53908a9620f70186a0da47d9,Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces,"Kaushik Chakrabarti, Sharad Mehrotra",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9b289b7602d9703d2f078,Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces.,"Kaushik Chakrabarti, Sharad Mehrotra",VLDB,2000,,0.8333333333333334,53908a9620f70186a0da47d953e9b289b7602d9703d2f078Local Dimensionality Reduction: A New Approach to Indexing High Dimensional SpacesLocal Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces.
53908a9620f70186a0da47ee,Approximating Aggregate Queries about Web Pages via Random Walks,"Ziv Bar-Yossef, Alexander Berg, Steve Chien, Jittat Fakcharoenphol, Dror Weitz",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e998c0b7602d97020fb370,Approximating Aggregate Queries about Web Pages via Random Walks.,"Ziv Bar-Yossef, Alexander C. Berg, Steve Chien, Jittat Fakcharoenphol, Dror Weitz",VLDB,2000,,0.8,53908a9620f70186a0da47ee53e998c0b7602d97020fb370Approximating Aggregate Queries about Web Pages via Random WalksApproximating Aggregate Queries about Web Pages via Random Walks.
53908a9620f70186a0da47cf,The TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP Hierarchies,"Torben Bach Pedersen, Christian S. Jensen, Curtis E. Dyreson",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a3d4b7602d9702ceacd0,The TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP Hierarchies.,"Torben Bach Pedersen, Christian S. Jensen, Curtis E. Dyreson",VLDB,2000,,0.8333333333333334,53908a9620f70186a0da47cf53e9a3d4b7602d9702ceacd0The TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP HierarchiesThe TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP Hierarchies.
53908a9620f70186a0da47e4,The 3W Model and Algebra for Unified Data Mining,"Theodore Johnson, Laks V. S. Lakshmanan, Raymond T. Ng",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a0e6b7602d97029d2721,The 3W Model and Algebra for Unified Data Mining.,"Theodore Johnson, Laks V. S. Lakshmanan, Raymond T. Ng",VLDB,2000,,0.8,53908a9620f70186a0da47e453e9a0e6b7602d97029d2721The 3W Model and Algebra for Unified Data MiningThe 3W Model and Algebra for Unified Data Mining.
53908a9620f70186a0da47ef,Optimizing Queries on Compressed Bitmaps,"Sihem Amer-Yahia, Theodore Johnson",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9aedeb7602d970390bad3,Optimizing Queries on Compressed Bitmaps.,"Sihem Amer-Yahia, Theodore Johnson",VLDB,2000,,0.6666666666666666,53908a9620f70186a0da47ef53e9aedeb7602d970390bad3Optimizing Queries on Compressed BitmapsOptimizing Queries on Compressed Bitmaps.
53908a9620f70186a0da47cc,Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e99d28b7602d97025db000,Push Technology Personalization through Event Correlation.,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",VLDB,2000,,0.7142857142857143,53908a9620f70186a0da47cc53e99d28b7602d97025db000Push Technology Personalization through Event CorrelationPush Technology Personalization through Event Correlation.
53908a9620f70186a0da47f2,Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data,"Chris Olston, Jennifer Widom",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9b4a1b7602d9703fadfb7,Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data.,"Chris Olston, Jennifer Widom",VLDB,2000,,0.8181818181818182,53908a9620f70186a0da47f253e9b4a1b7602d9703fadfb7Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated DataOffering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data.
53908a9620f70186a0da47c9,Integration of Data Mining with Database Technology,"Amir Netz, Surajit Chaudhuri, Jeff Bernhardt, Usama M. Fayyad",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9aed8b7602d9703903d98,Integration of Data Mining with Database Technology.,"Amir Netz, Surajit Chaudhuri, Jeff Bernhardt, Usama M. Fayyad",VLDB,2000,,0.75,53908a9620f70186a0da47c953e9aed8b7602d9703903d98Integration of Data Mining with Database TechnologyIntegration of Data Mining with Database Technology.
53908a9620f70186a0da47ce,Efficient Filtering of XML Documents for Selective Dissemination of Information,"Mehmet Altinel, Michael J. Franklin",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a351b7602d9702c5e241,Efficient Filtering of XML Documents for Selective Dissemination of Information.,"Mehmet Altinel, Michael J. Franklin",VLDB,2000,,0.8,53908a9620f70186a0da47ce53e9a351b7602d9702c5e241Efficient Filtering of XML Documents for Selective Dissemination of InformationEfficient Filtering of XML Documents for Selective Dissemination of Information.
53908a9620f70186a0da47f0,Optimizing Multi-Feature Queries for Image Databases,"Ulrich Güntzer, Wolf-Tilo Balke, Werner Kießling",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e998a3b7602d97020dc3bf,Optimizing Multi-Feature Queries for Image Databases.,"Ulrich Güntzer, Wolf-Tilo Balke, Werner Kießling",VLDB,2000,,0.7142857142857143,53908a9620f70186a0da47f053e998a3b7602d97020dc3bfOptimizing Multi-Feature Queries for Image DatabasesOptimizing Multi-Feature Queries for Image Databases.
53908a9620f70186a0da4873,"Social, Educational, and Governmental Change Enabled through Information Technology","Krithi Ramamritham, Yeha El Atfi, Carlo Batini, Michael Eitan, Valerie Gregg, D. B. Phatak",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9b54fb7602d9704085322,"Social, Educational, and Governmental Change Enabled through Information Technology.","Krithi Ramamritham, Yeha El Atfi, Carlo Batini, Michael Eitan, Valerie Gregg, D. B. Phatak",VLDB,2000,,0.8,"53908a9620f70186a0da487353e9b54fb7602d9704085322Social, Educational, and Governmental Change Enabled through Information TechnologySocial, Educational, and Governmental Change Enabled through Information Technology."
53908a9620f70186a0da4874,Design and Implementation of a Genetic-Based Algorithm for Data Mining,Sunil Choenni,VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a7cfb7602d9703110ef4,Design and Implementation of a Genetic-Based Algorithm for Data Mining.,Sunil Choenni,VLDB,2000,,0.8181818181818182,53908a9620f70186a0da487453e9a7cfb7602d9703110ef4Design and Implementation of a Genetic-Based Algorithm for Data MiningDesign and Implementation of a Genetic-Based Algorithm for Data Mining.
53908a9620f70186a0da4878,E.piphany Epicenter Technology Overview,Sridhar Ramaswamy,VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a86fb7602d97031ba896,E.piphany Epicenter Technology Overview.,Sridhar Ramaswamy,VLDB,2000,,0.6,53908a9620f70186a0da487853e9a86fb7602d97031ba896E.piphany Epicenter Technology OverviewE.piphany Epicenter Technology Overview.
53908a9620f70186a0da4870,Oracle8i Index-Organized Table and Its Application to New Domains,"Jagannathan Srinivasan, Souripriya Das, Chuck Freiwald, Eugene Inseok Chong, Mahesh Jagannath, Aravind Yalamanchi, Ramkumar Krishnan, Anh-Tuan Tran, Samuel DeFazio, Jayanta Banerjee",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e99a2bb7602d97022870b8,Oracle8i Index-Organized Table and Its Application to New Domains.,"Jagannathan Srinivasan, Souripriya Das, Chuck Freiwald, Eugene Inseok Chong, Mahesh Jagannath, Aravind Yalamanchi, Ramkumar Krishnan, Anh-Tuan Tran, Samuel DeFazio, Jayanta Banerjee",VLDB,2000,,0.8,53908a9620f70186a0da487053e99a2bb7602d97022870b8Oracle8i Index-Organized Table and Its Application to New DomainsOracle8i Index-Organized Table and Its Application to New Domains.
53908a9620f70186a0da487b,Biodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community,"Gladys A. Cotter, Barbara T. Bauldock",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9aa49b7602d97033ba19f,Biodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community.,"Gladys A. Cotter, Barbara T. Bauldock",VLDB,2000,,0.8,53908a9620f70186a0da487b53e9aa49b7602d97033ba19fBiodiversity Informatics Infrastructure: An Information Commons for the Biodiversity CommunityBiodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community.
